,amazon_title,amazon_author,amazon_rating,amazon_reviews count,amazon_isbn-10,amazon_price
15052,"Cricket Quiz Book: Facts, Trivia and Anecdotes from the Game",by Kalyan B. Bhattacharyya,4.0,1.0,8129151731,153.0
15053,Man Eaters of Kumaon,by Corbett Jim,4.7,114.0,0195622553,233.0
15054,Match Annual 2019 (Annuals 2019),by MATCH,4.5,2.0,0752266071,340.0
15055,My Turn: The Autobiography,by Johan Cruyff,4.8,7.0,1509813926,354.0
15056,"National Geographic Kids Dinos Sticker Activity Book: Over 1,000 Stickers! (NG...",by National Geographic Kids,5.0,3.0,1426317735,900.0
15057,Usain Bolt: 9.58,by Usain Bolt,4.2,10.0,B004APA524,593.0
15058,Rajesh Khanna : The Untold Story of India's First Superstar,by Yasser Usman,4.4,43.0,0143423614,332.0
15059,"Contemporary Issues in Physical Education, Fitness and Wellness (B.P.Ed. New...",by Dr. Parmod Singh,,,B07FSJY824,200.0
15060,Sports Medicine (M.P.Ed. New Syllabus),by Dr. Ramesh Chnadra Pradhan,,,B07DY7JGZD,220.0
15061,Theory of Sports & Games (Khelkud ke Siddhant) (B.P.Ed. New Syllabus) (Hindi),by Dr. Abhay N. Buchha,,,B0771MW89X,220.0
15062,The Midwife’s Here!,by Linda Fairley - Import,4.5,311.0,0007446306,186.0
15063,"Strength Training: The Complete Step-by-Step Guide to a Stronger, Sculpted Body...",by DK,4.8,8.0,1405344377,664.0
15064,Cristiano Ronaldo: The Biography,by Guillem Balague,4.2,9.0,1409155064,420.0
15065,"Runner's World Run Less, Run Faster: Become a Faster, Stronger Runner with the...",by Bill Pierce Ed.D.,4.8,13.0,1609618025,746.0
15066,Friend Zone: A New Adult College Romance (Just Friends Book 2),by Camilla Isley,4.2,20.0,B01MZA213Z,3.0
15067,Anywhere But Home: Adventures in Endurance,by Anu Vaidyanathan,4.5,77.0,9351775240,280.0
15068,Let's Crack CDS Exam - Combined Defence Services Examination [Free eBooks Inside],by SSBCrack,3.7,65.0,8193108736,390.0
15069,Dr. Jordan Metzl's Running Strong: The Sports Doctor's Complete Guide to Staying...,by Jordan Metzl MD,5.0,2.0,1623364590,562.0
15070,The Elite Batter,by Rajesh Kamath,4.9,76.0,B06XKY4JX6,251.0
15071,Ultramarathon Man: Confessions of an All-Night Runner,by Dean Karnazes,4.7,4.0,1585424803,348.0
15072,Match of the Day Annual 2019 (Annuals 2019),by Various,5.0,2.0,1785942972,319.0
15073,Lonely Planet Trekking in the Nepal Himalaya (Travel Guide),by Lonely Planet,4.4,5.0,B0197I1W7K,861.0
15074,Miles to Run Before I Sleep: How an Ordinary Woman Ran an Extraordinary Distance,by Sumedha Mahajan,4.6,84.0,8129135469,185.0
15075,Captain Cool: The M.S. Dhoni Story - 4th Revised Edition,by Gulu Ezekiel,4.4,11.0,8193655648,218.0
15076,Run to Realise,by Abhishek Mishra,4.7,12.0,1644292629,299.0
15077,History of Indian Cinema,by Renu Saran,2.9,23.0,8128837613,238.0
15078,Spinderella,by Julia Donaldson,5.0,1.0,140528272X,323.0
15079,The Man Eating Leopard of Rudraprayag,by Jim Corbett - Import,4.7,72.0,8129141841,140.0
15080,A Feast of Vultures: The Hidden Business of Democracy in India,by Josy Joseph,4.5,254.0,9350297515,522.0
15081,Easier Said Than Done: A Life in Sport,by Alan Wilkins,4.0,1.0,819375011X,476.0
15082,Think Like a Warrior: The Five Inner Beliefs That Make You Unstoppable: Volume...,by Darrin Donnelly,5.0,1.0,0692705465,955.0
15083,Lonely Planet Trekking in the Nepal Himalaya (Travel Guide),by Lonely Planet,4.4,5.0,B0197I1W7K,861.0
15084,Inverting the Pyramid (reissue),by Jonathan Wilson,4.0,9.0,1474609295,492.0
15085,Peak: Secrets from the New Science of Expertise,by Anders Ericsson,4.5,13.0,0544947223,543.0
15086,The New Toughness Training for Sports: Mental Emotional Physical Conditioning...,by James E. Loehr,5.0,2.0,0452269989,649.0
15087,How Champions Think: In Sports and in Life,by Dr. Bob Rotella,4.3,98.0,1476788642,876.0
15088,High Tea & Flip-Flops (A High Tea & Flip-Flops Novel Book 1),by Linda Cassidy Lewis,4.0,1.0,B00YNKHFII,135.0
15089,Legacy: 15 Lessons in Leadership,by James Kerr,4.5,5.0,147210353X,365.0
15090,The Queen Elizabeth Family (The Family Series) (Enid Blyton Family Series),by Enid Blyton,5.0,1.0,140528952X,185.0
15091,Pigeon Racing- Deep into Sport - Diseases and Treatment (Pigeon Racing - Deep...,by Dacian Busecan,4.2,13.0,B00MCIP5G2,449.0
15092,Nine Man Eaters and One Rogue,by Kenneth Anderson,4.6,32.0,8129116421,295.0
15094,HBR's 10 Must Reads for New Managers (with Bonus Article 'How Managers Become...,by Harvard Business Review,4.0,3.0,1633693023,471.0
15096,HBR's 10 Must Reads: On Communication (Harvard Business Review Must Reads),by HBR,4.5,10.0,1422189864,503.0
15099,Jog On: How Running Saved My Life,by Bella Mackie - Import,5.0,1.0,0008241759,437.0
15100,Sneaker Wars: The Enemy Brothers Who Founded Adidas and Puma and the Family Feud...,by Barbara Smit,3.5,3.0,0061246581,574.0
15101,Sunny Days: Sunil Gavaskar's Own Story,by Sunil Gavaskar,4.2,25.0,8129118017,150.0
15102,"ChiRunning: A Revolutionary Approach to Effortless, Injury-Free Running",by Danny Dreyer,4.5,7.0,1416549447,949.0
15103,Sports Book: Predictions For September 18 – September 24th 2014 NCAA Football...,by Football Genius,,,B00NP0HV4U,213.0
15104,The Captain Class,by Sam Walker,4.6,9.0,1785030280,445.0
15105,Driven: The Virat Kohli Story,by Vijay Lokapally,4.4,81.0,9385936263,299.0
15106,The Boys In The Boat,by Daniel James Brown,4.4,27.0,1447210980,376.0
15107,Yoga for Kids (Dk),by Susannah Hoffman,,,0241341272,300.0
15108,Textbook Of Sports Medicine,by Das,,,8180618617,403.0
15109,The Lonely Planet Kids Travel Book: Mind-Blowing Stuff on Every Country in the...,by Lonely Planet Kids,4.2,7.0,B016PJQPUI,486.0
15110,Gonefishing India,by Suprio Mukherjee - Import,4.3,8.0,194814770X,150.0
15111,The Second Jim Corbett Omnibus: My India Jungle Lore Tree Tops,by Corbett Jim - Illustrated,4.8,27.0,019562968X,405.0
15112,Out of the BOx,by Harsha Bhogle,4.4,10.0,0143417509,260.0
15113,Beneath the Surface,by Michael Phelps,4.6,3.0,1683580877,699.0
15115,Mbappe (Luca Caioli),by Luca Caioli - Import,1.0,1.0,1785784188,291.0
15116,What's Good About Falling,by Prajwal Hegde,4.7,10.0,9353024641,268.0
15117,"The Running Revolution: How to Run Faster, Farther, and Injury-Free--for Life",by Nicholas Romanov,5.0,2.0,014312319X,612.0
15118,Indestructibles: Beach Baby (Indestructibles - The Million Copy Series),by Kate Merritt,4.5,2.0,0761187324,218.0
15119,Running Wild: A Shifter Sports Romance (The Real Werewives of Alaska Book 1),by Kristen Strassel,4.5,32.0,B076G32HLL,193.0
15120,Klopp: Bring the Noise,by Raphael Honigstein,5.0,4.0,0224100742,628.0
15122,Peppa Pig: Peppa Plays Cricket,by Peppa Pig - Import,,,0241354005,155.0
15123,Switch: How to change things when change is hard,by Chip Heath,4.5,43.0,1847940323,375.0
15124,HBR's 10 Must Reads: On Making Smart Decisions (Harvard Business Review Must...,by HBR,4.6,8.0,1422189899,570.0
15125,The Berenstain Bears Get Their Kicks (First Time Books(R)),by Stan Berenstain,4.6,24.0,0679889558,129.0
15127,The Meltdown (Diary of a Wimpy Kid),by Jeff Kinney - Import,4.7,298.0,0606415343,499.0
15128,The Wildest Sport of All,by Prakash Singh,3.5,4.0,9351770540,314.0
15129,Fake Out (Fake Boyfriend Book 1),by Eden Finley,4.6,285.0,B07BHP2LZ9,259.0
15130,"The Women's Health Big Book of Exercises: Four Weeks to a Leaner, Sexier, Healthier...",by Adam Campbell MS  CSCS,5.0,4.0,162336843X,600.0
15131,Yoga Question Bank For Certification of Yoga Professionals (Level-1 & Level-2...,by Satpal Khichar,,,B07LGFHQ8F,350.0
15132,Games Indians Play,by V. Raghunathan,4.2,23.0,0143063111,215.0
15133,Mid-Wicket Tales: From Trumper to Tendulkar,by S Giridhar,4.6,18.0,8132117387,440.0
15135,Cricket Ke Unsune Kisse,by Shivendra Kumar,4.0,1.0,0143446118,179.0
15136,The India A-Z Quiz Book,by Derek O’Brien - Import,3.9,5.0,8129148277,185.0
15137,A Champion's Mind: Lessons from a Life in Tennis,by Pete Sampras,4.6,6.0,030738330X,430.0
15138,Yoga Education (Yog Shiksha) (B.P.Ed. New Syllabus) (Hindi),by Dr. Tarak Nath Pramanik,,,B07FSL47B6,250.0
15140,The Anatomy of Manchester United: A History in Ten Matches,by Jonathan Wilson,,,1409126951,437.0
15141,Undisputed Truth: My Autobiography,by Mike Tyson,4.3,17.0,0007502532,599.0
15142,Organization and Administration in Physical Education (Sharirik Shiksha me Sangathan...,by Dr. Khailash Kotikrao Pawar,,,B07FSKTWNF,200.0
15143,50 Football Skills (Activity Books),by Various - Import,,,1409583090,345.0
15144,Peak,by Anders Ericsson,4.6,17.0,0099598477,433.0
15145,Ali: A Life: Shortlisted for the William Hill Sports Book of the Year 2017,by Jonathan Eig,4.6,127.0,B01MS5ORK8,275.0
15146,Numbers Do Lie: 61 Hidden Cricket Stories,by Impact Index,4.2,25.0,9352643852,270.0
15147,Inside India: Amazing Historical Places,by FunOKPlease,5.0,1.0,9352777468,230.0
15148,Bruce Lee Striking Thoughts: Bruce Lee's Wisdom for Daily Living (Bruce Lee Library),by Bruce Lee,4.4,15.0,0804834717,870.0
15149,Let's Play: Puffin Book of Sports Storie,by Harsha Bhogle,,,0143331590,120.0
15150,THE LAST WHITE HUNTER: Reminiscences of a colonial shikari,by Joshua Mathew,4.7,23.0,9385509128,488.0
15151,Mental Training for Peak Performance: Top Athletes Reveal the Mind Exercises...,by Steven Ungerleider Ph.D.,4.3,15.0,1594860289,745.0
15152,Bodyweight Training Guide: 40 Effective Bodyweight Strength Training (Home Workout...,by Patrick Sylvester,4.7,6.0,B01MSBR1KX,68.0
15153,Goals of Glory: The Amazing Story of Aizawl Football Club and its Coach,by Neel Sinha,5.0,3.0,9386215365,322.0
15154,I am an Athlete – Read It Yourself with Ladybird Level 2,by LADYBIRD - Import,5.0,2.0,0241275199,74.0
15155,"SAS Survival Guide: How to Survive in the Wild, on Land or Sea (Collins Gem)",by John ‘Lofty’ Wiseman,3.9,7.0,0008133786,319.0
15156,Gerrard,by Steven Gerrard,4.3,23.0,0553817337,374.0
15157,Clean Bowled! Butterfingers,by Khyrunnisa A.,5.0,6.0,0143333364,179.0
15158,Strength Training Anatomy,by Frederic Delavier - Import,4.5,2.0,0736063684,715.0
15159,Sports Biomechanics and Kinesiology (M.P.Ed. New Syllabus),by Dr. Aajy Vasantrao Gulhane,,,B07C1BYFZP,280.0
15160,Teenage Mutant Ninja Turtles Playtime Stories,by Edda USA Editorial Team - Import,,,1940787564,103.0
15161,To the Top!: Climbing the World's Highest Mountain (Step into Reading),by Sydelle Kramer,4.0,2.0,0679838856,135.0
15163,கருப்பு முத்து பீலே (Tamil Edition),by ராஜேஷ் தேவநாதன்,5.0,1.0,B07MLJR594,60.0
15164,Football Stars,by Pegasus Team - Import,4.7,10.0,8131937127,142.0
15165,The Way of the Runner: A journey into the obsessive world of Japanese running,by Adharanand Finn,4.7,4.0,057130317X,407.0
15166,Spinderella (Reading Ladder Level 2),by Julia Donaldson,5.0,1.0,1405282029,179.0
15167,Rupa Book of Indian Wildlife Quiz,by Seep Narayan Pandey,4.5,17.0,8171670458,76.0
15168,"Ready, Study, Go!: Smart Ways to Learn",by Khurshed Batliwala,4.5,443.0,9352641345,178.0
15169,Introducing Psychology: A Graphic Guide (Introducing...),by Nigel Benson,4.2,36.0,B00ZCKBYKS,145.0
15170,No Fear Shakespeare: The Merchant of Venice,by Spark Notes Editors,4.6,147.0,1586638505,291.0
15172,Speed Reading: How to Double (or Triple) Your Reading Speed in Just 1 Hour!,by Justin Hammond,3.9,461.0,B008J2MMWU,64.0
15173,NTA UGC NET/SET/JRF - Paper 1: Teaching and Research Aptitude by Pearson,by KVS Madaan,4.4,512.0,9332551731,216.0
15174,"Mind Maps: Quicker Notes, Better Memory, and Improved Learning 3.0",by Kam Knight,5.0,10.0,B001UE7D0K,449.0
15175,CBSE WORKBOOK MATH MAGIC CLASS 1 for 2018 - 19,by Arihant Experts,4.4,12.0,9311122092,50.0
15176,Spoken English: Real life Phrases and Sentences To Speak English Fluently,by NEO,3.8,5.0,B01MXZ4EKF,99.0
15177,Banking Awareness,by Arihant Experts,3.7,123.0,9311124664,91.0
15178,Introducing Buddha: A Graphic Guide (Introducing...),by Jane Hope,4.0,7.0,B00KFEJNY0,180.0
15179,Introducing Quantum Theory: A Graphic Guide (Introducing...),by J.P. McEvoy,4.2,24.0,B00KFEK0I8,190.0
15180,Oswaal CBSE Sample Question Papers Class 8 Science (For March 2019 Exam),by Oswaal Editorial Board,5.0,4.0,9388462068,94.0
15181,Introducing Statistics: A Graphic Guide (Introducing...),by Eileen Magnello,3.5,17.0,B00KFEK0OC,154.0
15182,Periodic Table,by Dreamland Publications,4.5,169.0,8184511566,91.0
15183,Introducing Economics: A Graphic Guide (Introducing...),by David Orrell,3.5,12.0,B00KFEK07O,145.0
15184,Chinese: Crash Course Chinese - Learn Chinese Fast With a Native Speaker: 500...,by Celine Li,5.0,1.0,B00WNTFIQW,313.0
15185,The Definitive Book of Body Language,by Allan Pease,4.4,137.0,8183220142,333.0
15186,UPSC Syllabus Civil Service Exam Prelims & Mains Latest 2018 + Free Booklet on...,by Student Aid Publications,4.3,12.0,818320662X,109.0
15187,"Case Study Handbook, Revised Edition",by William Ellet,,,1633696154,639.0
15188,Introducing Mind and Brain: A Graphic Guide (Introducing...),by Angus Gellatly,5.0,1.0,B07B2Y56WC,199.0
15189,Swamy Publishers (P) Ltd. Swamy’s Master Guide to FR & SR Service Rules and Financial...,by Brinda & Sanjeev Muthuswamy,3.7,13.0,B01AUHP1GK,380.0
15190,Introducing Marx: A Graphic Guide (Introducing...),by Rius,5.0,1.0,B0105VXJTC,172.0
15191,The Evolution Of Gods : The Scientific Origin Of Divinity And Religion,by Ajay Kansal - Illustrated,4.3,68.0,9350294389,225.0
15192,Top Graders Class 7 Mathematics Study-cum-Reference Book,by S VIJAYA,,,9352631161,270.0
15193,Introducing Freud: A Graphic Guide (Introducing...),by Richard Appignanesi,4.0,7.0,B00KFEK06K,172.0
15194,Who Confused Whom: A Practical Vocabulary Book with Pictures & Easy Memory Techniques...,by Rohit Murthy,5.0,25.0,B073X1D4BB,117.0
15195,Wipe Clean Workbook Tracing and Pen Control (Wipe Clean Learning Books),by Roger Priddy,3.9,9.0,0312508700,377.0
15196,General Studies (MAIN) Solved Papers: UPSC Civil Service MAIN (2001 to 2017),by Rohit Vadhwana IFS,3.0,2.0,B078ZQZ6ZG,99.0
15197,Brain Quest Grade 1: 750 Questions and Answers to Challenge the Mind: Ages 6-7,by Chris Welles Feder,4.4,5.0,0761166513,838.0
15198,NEBOSH IGC 2 Tutor Notes: NEBOSH IGC 2 Tutor Notes for 100 % Success (Study Aids),by AA Allahwala,,,B07H7HV4C3,449.0
15199,Brain Quest Grade 4: Ages 9 - 10 Workbook (Brain Quest Workbooks),by Barbara Gregorvich,4.8,7.0,0761150188,621.0
15200,Physical Geography of India- The Complete Study Notes for UPSC/CSE/IAS Prelims...,by Rajendra Prasad,,,B07MH9W79J,105.0
15201,Secrets of Mental Math: The Mathemagician's Guide to Lightning Calculation and...,by Arthur Benjamin,4.1,52.0,0307338401,335.0
15202,ANTHROPOLOGY SOLVED PAPERS: CIVIL SERVICES MAINS (2010-2017) (ANTHROPOLOGY PAPERS...,by SUBHASH CHANDRA GAHLAWAT,3.9,22.0,B01F72UV86,172.0
15203,"A Stranger Truth: Lessons in Love, Leadership and Courage from India's Sex Workers",by Ashok Alexander,4.8,7.0,8193876709,524.0
15204,"CCNA Routing and Switching Complete Study Guide, 2ed: Exam 100-105, Exam 200-...",by Todd Lammle,4.3,95.0,8126564466,699.0
15205,NEBOSH IGC-1 Tutor Notes : NEBOSH IGC-1 Tutor Notes for 100 % Success (Study...,by AA Allahwala,,,B07H7GTB63,449.0
15206,Brain Quest Workbook Grade 3,by Jan Meyer,4.7,4.0,0761149163,728.0
15207,500 Most Common List For NEET-PG,by Tanmay Mehta,5.0,4.0,B074ZLZCJH,99.0
15208,Top Graders Class 7 Science Study-cum-Reference Book,by N K SINHA,,,9352631137,225.0
15209,Introducing Nietzsche: A Graphic Guide (Introducing...),by Laurence Gane,4.5,2.0,B00KFEJP1G,174.0
15210,"Cracking the SAT Premium Edition with 8 Practice Tests, 2019: The All-in-One...",by Princeton Review,4.8,12.0,1524757853,999.0
15211,Introducing Artificial Intelligence: A Graphic Guide (Introducing...),by Henry Brighton,2.2,4.0,B014RZ1M96,145.0
15212,50 Successful Harvard Application Essays: What Worked for Them Can Help You Get...,by Harvard Crimson,5.0,4.0,1250127556,319.0
15213,Introducing Logic: A Graphic Guide (Introducing...),by Dan Cryan,3.4,3.0,B00KFEK0EM,172.0
15214,"Brain Quest Grade 4: 1,500 Questions and Answers to Challenge the Mind: Ages...",by Chris Welles Feder,5.0,3.0,0761166548,575.0
15215,Dsm-5 Abnormal Psychology (Speedy Study Guides),by Speedy Publishing LLC,1.0,1.0,1681456621,319.0
15216,Supreme Court Judgements Every Law Student Should Know: Full Text Judgements...,by Pritish Prabhu,5.0,2.0,B07GCK1PRR,199.0
15217,Brain Quest Workbook Kindergarten,by Lisa Trumbauer,4.3,7.0,0761149120,671.0
15218,Top Graders Class 7 Social Science Study-cum-Reference Book,by M JAVED AHMAD KHAN,,,9352632540,280.0
15219,Introducing Stephen Hawking: A Graphic Guide (Introducing...),by J.P. McEvoy,4.0,1.0,B00KFEK0OW,199.0
15220,ISC Guide REVERIE Collection of Poems Class XI & XII,by Shilpi Gulati,3.3,4.0,9387285197,240.0
15221,GRE Analytical Writing: Solutions to the Real Essay Topics - Book 1 Edition 2018...,by Vibrant Publishers - Import,4.3,16.0,1949395006,539.0
15222,Karnataka ESI & PSI Exam: From StudyVillae,by Study Villae,5.0,3.0,B07MHP5F72,199.0
15223,Creative Educational Aids P. Ltd. Know India,by Creative Educational Aids P. Ltd.,4.2,143.0,B0063BMIX2,199.0
15224,CompTIA Security + Study Guide: Exam SY0 - 501,by Emmett Dulaney,5.0,5.0,8126572647,798.0
15227,14000+ Objective Questions - General Studies,by Manohar Pandey,3.5,201.0,9386179067,326.0
15228,Brain Quest Workbook Grade 1,by Lisa Trumbauer,4.0,10.0,0761149147,917.0
15229,My Book Of Simple Addition,by Kumon Publishing,3.5,2.0,1933241004,563.0
15230,SSB Interview: The Complete Guide,by Dr. N.K. Natarajan,4.4,515.0,8184955693,148.0
15231,IELTS READING RECENT ACTUAL TESTS WITH ANSWERS (IELTS Material Book),by IELTSMATERIAL Publishing,5.0,2.0,B01N6ZVKOE,316.0
15232,Twelfth Night (No Fear Shakespeare),by SparkNotes,3.8,26.0,1586638513,298.0
15233,GRE Subject Test: Psychology (Kaplan Test Prep),by Kaplan Test Prep,4.6,3.0,1506209351,988.0
15234,"IELTS Reading Practice Materials (10 sets), Part: 1: 2019 Updated Edition (IELTS...",by LIZA SIMON,2.9,2.0,B079X2K9VF,176.0
15235,"Notebook: Flamingo on White Cover and Lined Pages, Extra Large, White Paper:...",by Cutie Flamingo - Import,,,1717123651,693.0
15236,"IELTS Reading Practice Materials (10 sets), Part: 1: 2019 Updated Edition (IELTS...",by LIZA SIMON,2.9,2.0,B079X2K9VF,176.0
15238,General English,by A.K. Thakur,4.4,125.0,9384761273,358.0
15239,Langenscheidt grammars and study-aids: German Grammar in a Nutshell - Deutsche G,by Langenscheidt Publishers,4.8,6.0,3468348770,998.0
15240,Introducing Marxism: A Graphic Guide (Introducing...),by Rupert Woodfin,3.3,7.0,B00KFEK0FQ,194.0
15241,Brain Quest Workbook Pre-K,by Liane Onish,4.1,10.0,0761149619,675.0
15242,SOLVED PAPERS (JE RRB): HINDI BOOK (20190107 267),by YCT EXPERT TEAM,,,B07MFMGFXT,395.0
15243,India's No 1 book on Tax :Based on Memory Retention Techniques as per AY 2018-19,by CS K.K. Agrawal,5.0,3.0,B074G399NB,350.0
15244,PSAT/NMSQT Prep 2019: 2 Practice Tests + Proven Strategies + Online (Kaplan Test...,by Kaplan Test Prep - Import,5.0,2.0,1506235212,940.0
15245,Introducing Psychoanalysis: A Graphic Guide (Introducing...),by Ivan Ward,4.4,5.0,B00OZHQDHS,174.0
15246,"HAAD, MOH, DOH, RN & Prometric Exam Preparation",by Renjit Augustine,3.7,11.0,B01C5UO3X2,320.0
15247,Everything You Need to Ace Science in One Big Fat Notebook: The Complete Middle...,by Michael Geisen,4.9,17.0,0761160957,841.0
15248,Introducing Relativity: A Graphic Guide (Introducing...),by Bruce Bassett,3.8,12.0,B00KFEK0GU,199.0
